id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-01241,2025-05-28,,Aplicaciones,Informes,Baja,Formulario web,usuario005@lafortuna.com.co,El informe muestra cifras distintas al sistema,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00851,09/08/2025,,Infraestructura,equipos,Critica,Mesa de ayuda,usuario033@lafortuna.com.co,El portátil no enciende desde ayer,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-00758,24/07/2025,,Talento Humano,Sin clasificar,Critica,correo,usuario028@lafortuna.com.co,Requerimiento del área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-00608,2025-02-05,,Operaciones,Conectividad,baja,Correo,usuario063@lafortuna.com.co,Muy lenta la conexión en la bodega,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-01381,2026-02-26,,Calidad,Compras,alta,correo,usuario024@lafortuna.com.co,Necesito cotización para equipos de la bodega,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00325,2026-02-10,,Infraestructura,Accesos,Baja,formulario,usuario140@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-00433,24/01/2025,25-Ene-2025,Talento Humano,ACCESOS,Baja,Telefono,usuario111@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,,cerrado,0
TK-01790,01-Jul-2025,,Infraestructura,Vacaciones,Media,Teléfono,usuario017@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,El caso fue reportado por teléfono y se registra para trazabilidad.,REABIERTO,3
TK-00877,2025-09-20,,Talento Humano,reportes,MEDIA,Mesa de ayuda,,Solicito exportar el listado a Excel,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-00687,31-Dic-2025,,Aplicaciones,Otros,Alta,Correo,usuario138@lafortuna.com.co,Consulta general,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,2
TK-01902,07/02/2025,,Talento Humano,incidente,Media,Mesa de ayuda,usuario016@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,3
TK-00970,01-Nov-2025,,Calidad,HARDWARE,Critica,Mesa de ayuda,usuario150@lafortuna.com.co,Solicito reposición de diadema dañada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-01473,02/03/2026,,Talento Humano,Conectividad,1-Alta,formulario,usuario180@lafortuna.com.co,No carga el sistema desde la sede sur,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,3
TK-00596,2025-07-24,05-Sep-2025,Contabilidad,software,Alta,Correo,usuario136@lafortuna.com.co,La versión instalada no coincide con la del área,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-01310,29-Abr-2025,2025-06-11,Comercial,SOFTWARE,3-Baja,formulario,usuario108@lafortuna.com.co,La aplicación se cierra al generar el informe,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-00708,2025-08-15,,Aplicaciones,Capacitacion,Crítica,formulario,usuario111@lafortuna.com.co,Necesito material del curso de la semana pasada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,2
TK-01700,11-May-2026,26/05/2026,Infraestructura,ACCESOS,Critica,formulario,usuario115@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Requerimiento remitido por la jefatura del área para gestión.,Escalado,0
TK-00932,12-Jul-2025,,Calidad,Nómina,ALTA,Telefono,usuario007@lafortuna.com.co,Error en el descuento de la quincena,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,2
TK-00772,29-Ene-2026,,Aplicaciones,HARDWARE,Baja,Formulario web,usuario005@lafortuna.com.co,El teclado dejó de responder,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01856,2025-07-07,19-Ago-2025,Infraestructura,,ALTA,Formulario web,usuario147@lafortuna.com.co,Pendiente por definir,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,
TK-01732,2026-01-25,,Contabilidad,vacaciones,Baja,Correo,usuario167@lafortuna.com.co,Me negaron las vacaciones solicitadas,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01071,2025-02-06,,Comercial,SOFTWARE,ALTA,Telefono,usuario113@lafortuna.com.co,Necesito que instalen el visor de planos,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,3
TK-01910,28-Feb-2025,,Comercial,software,Alta,Mesa de ayuda,usuario051@lafortuna.com.co,La aplicación se cierra al generar el informe,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,2
TK-00956,2025-12-06,,Talento Humano,software,Alta,correo,usuario127@lafortuna.com.co,La aplicación se cierra al generar el informe,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,1
TK-01551,24/12/2025,2026-01-24,Aplicaciones,Sin clasificar,Alta,Correo,usuario063@lafortuna.com.co,Pendiente por definir,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-00375,19-Dic-2025,,Infraestructura,incidente,Alta,Teléfono,usuario006@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01846,29-Ago-2025,,Operaciones,Aplicaciones,Baja,Formulario web,usuario164@lafortuna.com.co,La aplicación se cierra al generar el informe,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,2
TK-00948,15-Ene-2025,30/01/2025,Aplicaciones,Hardware,Crítica,Mesa de ayuda,usuario047@lafortuna.com.co,Solicito reposición de diadema dañada,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-00402,16/05/2026,2026-06-09,Comercial,Viaticos,alta,Teléfono,usuario064@lafortuna.com.co,Necesito anticipo para comisión,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-01317,2025-01-05,,Compras,nómina,CRITICA,Telefono,usuario055@lafortuna.com.co,Solicito certificado laboral con salario,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-00721,19/02/2026,,Talento Humano,Equipos,Alta,Correo,usuario074@lafortuna.com.co,El portátil no enciende desde ayer,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,
TK-01476,2025-12-31,,Comercial,Capacitacion,alta,Mesa de ayuda,usuario132@lafortuna.com.co,Solicito capacitación en el módulo nuevo,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-01754,17/05/2025,,Infraestructura,Conectividad,MEDIA,Correo,usuario055@lafortuna.com.co,Sin internet en el segundo piso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-01481,31-May-2026,18-Jun-2026,Comercial,hardware,ALTA,Formulario web,usuario116@lafortuna.com.co,El teclado dejó de responder,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,3
TK-00042,20-Ago-2025,2025-10-03,Talento Humano,hardware,baja,Teléfono,usuario065@lafortuna.com.co,La impresora de la sede norte imprime rayada,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00759,30-May-2026,,Compras,conectividad,Critica,Teléfono,usuario132@lafortuna.com.co,La VPN se desconecta cada media hora,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00870,04/04/2025,20/04/2025,Contabilidad,ACCESOS,Critica,correo,,Solicito permiso al módulo de cartera,,Cerrado,0
TK-01483,2026-02-25,,Calidad,Informes,ALTA,Telefono,usuario165@lafortuna.com.co,El reporte no incluye la sede nueva,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,3
TK-01343,2025-03-27,2025-04-07,Infraestructura,informes,Critica,Telefono,usuario128@lafortuna.com.co,Necesito el reporte de ventas del trimestre,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-01849,2025-07-15,,Comercial,Software,media,Correo,usuario108@lafortuna.com.co,La versión instalada no coincide con la del área,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,1
TK-01353,31/01/2025,,Compras,Gestión de accesos,3-Baja,Formulario web,usuario159@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-01888,31-Jul-2025,,Calidad,informes,media,correo,usuario097@lafortuna.com.co,El informe muestra cifras distintas al sistema,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-01925,17-Dic-2025,,Operaciones,Gestión de accesos,Media,Telefono,usuario107@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-00091,15-Jul-2025,,Comercial,Informes,Alta,Teléfono,usuario116@lafortuna.com.co,El reporte no incluye la sede nueva,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,reabierto,3
TK-01745,2025-06-08,,Comercial,equipos,Media,Telefono,usuario009@lafortuna.com.co,Necesito un monitor adicional para el puesto,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-01156,23/06/2026,20-Jul-2026,Aplicaciones,HARDWARE,Crítica,formulario,usuario023@lafortuna.com.co,Necesito un monitor adicional para el puesto ,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-01472,04/02/2026,06/02/2026,Compras,ACCESOS,ALTA,Correo,usuario036@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,
TK-00430,2025-06-02,,Aplicaciones,Gestión de accesos,alta,Mesa de ayuda,usuario037@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,1
TK-01619,06/05/2026,07/06/2026,Contabilidad,aplicaciones,ALTA,Correo,usuario100@lafortuna.com.co,Error al guardar el formulario de ingreso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-00525,23/03/2026,,Contabilidad,Sin clasificar,alta,formulario,usuario112@lafortuna.com.co,Consulta general,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-00739,2025-08-13,26-Ago-2025,Compras,Aplicaciones,CRITICA,Teléfono,usuario092@lafortuna.com.co,Necesito que instalen el visor de planos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,CERRADO,0
TK-01019,27/07/2025,,Calidad,software,baja,Mesa de ayuda,usuario046@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00763,2025-11-12,27/11/2025,Aplicaciones,Ordenes de compra,Media,correo,usuario111@lafortuna.com.co,Cómo registro un proveedor nuevo,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-00343,23/12/2025,,Comercial,hardware,Critica,Correo,usuario029@lafortuna.com.co,Necesito un monitor adicional para el puesto,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
TK-01495,2025-02-15,,,software,Media,Correo,usuario017@lafortuna.com.co,Necesito que instalen el visor de planos,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-00318,30/01/2026,,Aplicaciones,Accesos,3-Baja,formulario,usuario162@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,3
TK-00331,16-Feb-2026,02/04/2026,Contabilidad,nómina,ALTA,formulario,usuario166@lafortuna.com.co,Solicito certificado laboral con salario,El caso fue reportado por teléfono y se registra para trazabilidad.,CERRADO,1
TK-01115,15-May-2026,,Infraestructura,Capacitacion,baja,Correo,usuario016@lafortuna.com.co,Solicito capacitación en el módulo nuevo,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01672,15-Jul-2025,,Aplicaciones,Viáticos,1-Alta,Telefono,usuario004@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,,reabierto,1
TK-01760,14-May-2025,,Aplicaciones,OTROS,baja,correo,usuario111@lafortuna.com.co,Consulta general,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-01280,19/03/2025,,Operaciones,red,2-Media,Telefono,usuario017@lafortuna.com.co,La VPN se desconecta cada media hora,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-01358,2025-02-10,2025-02-10,Calidad,Vacaciones,3-Baja,correo,usuario045@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-01341,27/02/2026,,Infraestructura,Gestión de accesos,Crítica,Telefono,usuario063@lafortuna.com.co,Solicito permiso al módulo de cartera,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,1
TK-00497,13/02/2026,,Compras,Compras,alta,Correo,usuario158@lafortuna.com.co,Cómo registro un proveedor nuevo,,En proceso,0
TK-00803,19-May-2025,,Comercial,Capacitacion,CRITICA,correo,usuario083@lafortuna.com.co,Cuándo es la próxima inducción,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-01312,2026-05-03,22/05/2026,Operaciones,INCIDENTE,Baja,Mesa de ayuda,usuario059@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-01933,22-May-2026,,Operaciones,Conectividad,Media,formulario,usuario101@lafortuna.com.co,La VPN se desconecta cada media hora,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00554,2025-06-11,,Infraestructura,aplicaciones,CRITICA,Correo,usuario152@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,2
TK-01810,19/05/2025,06-Jun-2025,Aplicaciones,nomina,1-Alta,correo,usuario033@lafortuna.com.co,Solicito certificado laboral con salario,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00185,2025-05-06,,Compras,hardware,Media,Teléfono,usuario033@lafortuna.com.co,Solicito reposición de diadema dañada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-01295,18-Mar-2025,2025-04-11,Calidad,Órdenes de compra,Critica,correo,usuario172@lafortuna.com.co,Cómo registro un proveedor nuevo,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-00287,30-Mar-2025,2025-04-22,Talento Humano,Incidentes,Critica,correo,usuario044@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,
TK-01110,2025-11-03,,Talento Humano,Ordenes de compra,2-Media,formulario,usuario145@lafortuna.com.co,El proveedor no ha entregado lo solicitado,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01663,2026-02-18,,Operaciones,Aplicaciones,ALTA,correo,usuario141@lafortuna.com.co,La aplicación se cierra al generar el informe,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,
TK-00717,2025-12-01,,Contabilidad,red,baja,Telefono,usuario124@lafortuna.com.co,Sin internet en el segundo piso,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-00676,10/01/2025,,Infraestructura,INCIDENTE,CRITICA,Formulario web,usuario150@lafortuna.com.co,Los usuarios reportan lentitud generalizada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01942,03/03/2026,2026-04-06,Calidad,Gestión de accesos,3-Baja,Telefono,usuario099@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,,Reabierto,2
TK-01390,03-Jul-2025,,Aplicaciones,Gestion de accesos,ALTA,formulario,usuario071@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,,Abierto,0
TK-01789,17/07/2025,,Comercial,,alta,Mesa de ayuda,usuario020@lafortuna.com.co,Requerimiento del área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-01944,2026-03-11,07/04/2026,,Aplicaciones,Critica,Mesa de ayuda,usuario176@lafortuna.com.co,La aplicación se cierra al generar el informe,Requerimiento remitido por la jefatura del área para gestión.,en proceso,0
TK-00724,2026-01-03,28/01/2026,Infraestructura,,Crítica,correo,usuario092@lafortuna.com.co,Requerimiento del área,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,
TK-01426,19-Abr-2026,,Calidad,software,baja,Formulario web,usuario159@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,1
TK-01369,2026-04-20,,Comercial,NOMINA,2-Media,Mesa de ayuda,usuario119@lafortuna.com.co,Diferencia en el pago de horas extras,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-00571,02/02/2026,,Operaciones,reportes,Alta,Mesa de ayuda,usuario060@lafortuna.com.co,El reporte no incluye la sede nueva,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,
TK-01674,31/03/2026,,Comercial,Acceso,Media,Correo,usuario078@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-01954,03-Sep-2025,,Talento Humano,aplicaciones,1-Alta,Formulario web,usuario061@lafortuna.com.co,Error al guardar el formulario de ingreso,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,3
TK-01044,31-Oct-2025,08-Nov-2025,Talento Humano,aplicaciones,baja,Correo,usuario125@lafortuna.com.co,Error al guardar el formulario de ingreso,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,1
TK-00102,2025-04-03,2025-04-15,Contabilidad,capacitacion,2-Media,Telefono,usuario084@lafortuna.com.co,Cuándo es la próxima inducción,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-00064,2026-01-15,,Contabilidad,Software,alta,Teléfono,usuario048@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,,reabierto,
TK-01708,19/04/2026,,Aplicaciones,Red,1-Alta,Correo,usuario089@lafortuna.com.co,No carga el sistema desde la sede sur,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-00116,26/09/2025,,Calidad,Gestión de accesos,3-Baja,Correo,usuario102@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-01540,11/08/2025,,Operaciones,Accesos,ALTA,formulario,usuario087@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-00504,2026-03-04,,Comercial,Conectividad,MEDIA,Teléfono,,Sin internet en el segundo piso,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-01755,25-Mar-2025,2025-04-27,Comercial,equipos,1-Alta,correo,usuario015@lafortuna.com.co,Solicito reposición de diadema dañada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01720,10-Dic-2025,,Aplicaciones,hardware,Baja,Formulario web,,El teclado dejó de responder,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-00181,03-Feb-2026,07-Mar-2026,Contabilidad,Red,1-Alta,formulario,usuario041@lafortuna.com.co,No carga el sistema desde la sede sur,El caso fue reportado por teléfono y se registra para trazabilidad.,CERRADO,1
TK-00522,2025-12-13,2025-12-19,Calidad,Incidentes,MEDIA,Formulario web,usuario041@lafortuna.com.co,Los usuarios reportan lentitud generalizada,,Escalado,0
TK-01928,11/06/2026,,Calidad,capacitacion,alta,Formulario web,usuario010@lafortuna.com.co,Necesito material del curso de la semana pasada,,reabierto,2
TK-01239,30/07/2025,2025-09-06,Aplicaciones,otros,Critica,Correo,usuario009@lafortuna.com.co,Pendiente por definir,El caso fue reportado por teléfono y se registra para trazabilidad.,CERRADO,0
TK-01047,29/05/2026,18-Jun-2026,Aplicaciones,Software,CRITICA,formulario,usuario134@lafortuna.com.co,La versión instalada no coincide con la del área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01164,2025-12-15,,Contabilidad,Sin clasificar,ALTA,Teléfono,,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-01859,12-Feb-2026,,Infraestructura,Aplicaciones,Critica,Correo,usuario076@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El caso fue reportado por teléfono y se registra para trazabilidad.,Abierto,0
TK-01464,01/05/2026,,Contabilidad,red,MEDIA,Correo,usuario150@lafortuna.com.co,Muy lenta la conexión en la bodega,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-00197,26/02/2025,21-Mar-2025,Aplicaciones,conectividad,CRITICA,Correo,usuario036@lafortuna.com.co,La VPN se desconecta cada media hora,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01250,26-Dic-2025,26/01/2026,Compras,incidente,Alta,Correo,,Los usuarios reportan lentitud generalizada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-00807,2026-06-05,,Calidad,Viaticos,Critica,Formulario web,usuario104@lafortuna.com.co,Necesito anticipo para comisión,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00549,2025-01-13,14-Feb-2025,Talento Humano,Gestion de accesos,1-Alta,Correo,usuario076@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-00653,31/03/2026,2026-04-16,Compras,,CRITICA,Telefono,usuario017@lafortuna.com.co,Pendiente por definir,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,1
TK-01330,2025-12-15,,Aplicaciones,Conectividad,alta,Formulario web,usuario072@lafortuna.com.co,No carga el sistema desde la sede sur,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-01094,11/08/2025,,Talento Humano,Otros,Baja,formulario,usuario146@lafortuna.com.co,Requerimiento del área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-01739,2026-04-03,,Contabilidad,Nomina,alta,correo,usuario031@lafortuna.com.co,Solicito certificado laboral con salario,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-01408,2025-02-05,23-Feb-2025,Operaciones,SOFTWARE,Crítica,Correo,usuario092@lafortuna.com.co,Error al guardar el formulario de ingreso,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-01797,12/06/2025,,Contabilidad,software,ALTA,Teléfono,usuario144@lafortuna.com.co,Necesito que instalen el visor de planos,,abierto,0
TK-01206,2026-02-05,,Compras,Gestion de accesos,Baja,formulario,usuario026@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-01603,08/09/2025,,Talento Humano,Conectividad,Baja,Correo,usuario153@lafortuna.com.co,Sin internet en el segundo piso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00309,10/10/2025,16-Nov-2025,Comercial,Sin clasificar,Alta,Teléfono,usuario152@lafortuna.com.co,Solicitud varias,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00288,03-Ago-2025,,Infraestructura,vacaciones,3-Baja,Correo,usuario043@lafortuna.com.co,Cuántos días tengo acumulados,El caso fue reportado por teléfono y se registra para trazabilidad.,REABIERTO,3
TK-00841,2026-04-08,,Compras,VACACIONES,Crítica,formulario,usuario110@lafortuna.com.co,Cuántos días tengo acumulados,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-01066,16-Ene-2026,26-Feb-2026,Calidad,accesos,Critica,Teléfono,usuario133@lafortuna.com.co,No puedo entrar al sistema Centrica,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Cerrado,0
TK-01687,16-May-2026,,Calidad,software,Baja,Formulario web,usuario164@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-00618,09/01/2026,31-Ene-2026,Calidad,nomina,alta,correo,usuario178@lafortuna.com.co,Error en el descuento de la quincena,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-00684,2026-05-21,23/06/2026,Talento Humano,otros,2-Media,correo,usuario022@lafortuna.com.co,Pendiente por definir,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,reabierto,1
TK-01061,14-Ago-2025,,,Software,media,Telefono,usuario006@lafortuna.com.co,La aplicación se cierra al generar el informe,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00654,2026-01-01,03-Feb-2026,Calidad,red,MEDIA,correo,usuario044@lafortuna.com.co,No carga el sistema desde la sede sur,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-00305,04/02/2025,,Contabilidad,Viaticos,baja,Mesa de ayuda,usuario065@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00874,22-Nov-2025,2025-11-22,Contabilidad,HARDWARE,Critica,correo,usuario122@lafortuna.com.co,Solicito reposición de diadema dañada,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-00996,09/01/2026,2026-02-09,Compras,compras,Media,Teléfono,usuario132@lafortuna.com.co,El proveedor no ha entregado lo solicitado,,cerrado,0
TK-01457,2026-06-08,,Comercial,aplicaciones,Baja,correo,usuario150@lafortuna.com.co,Error al guardar el formulario de ingreso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Reabierto,1
TK-01553,21-Ene-2025,,Aplicaciones,ACCESOS,Critica,correo,usuario127@lafortuna.com.co,Solicito permiso al módulo de cartera,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-01012,2026-05-19,29/06/2026,Comercial,HARDWARE,baja,Mesa de ayuda,usuario051@lafortuna.com.co,El teclado dejó de responder,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-01829,14-May-2025,2025-06-12,Compras,,Critica,Correo,,Solicitud varias,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Cerrado,0
TK-01416,02-Jun-2026,24-Jun-2026,Compras,Incidentes,ALTA,Telefono,usuario171@lafortuna.com.co,Caída total del sistema en la sede principal,,cerrado,0
TK-00463,30-Abr-2026,,Calidad,capacitacion,CRITICA,Teléfono,usuario025@lafortuna.com.co,Solicito capacitación en el módulo nuevo,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,reabierto,
TK-01784,10/05/2026,,Contabilidad,Informes,1-Alta,Correo,usuario095@lafortuna.com.co,Solicito exportar el listado a Excel,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-01893,12-Nov-2025,,Infraestructura,Capacitacion,2-Media,Formulario web,usuario165@lafortuna.com.co,Necesito material del curso de la semana pasada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
